model,trim,slug,category,category_slug,source_url,part_number,normalized_part_number,description,detail,product_url
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,1VL64DX9AA,1VL64DX9AA,Assist Strap,![Image 71: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** ASSIST | MSRP  $13.75 | $9.08,https://www.moparamerica.com/oem-parts/mopar-assist-strap-1vl64dx9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,1VL64LV5AA,1VL64LV5AA,Assist Strap,![Image 73: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $7.25 | $4.79 | +,https://www.moparamerica.com/oem-parts/mopar-assist-strap-1vl64lv5aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,1VL64LR9AA,1VL64LR9AA,Assist Strap,![Image 75: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $10.65 | $6.99 | +,https://www.moparamerica.com/oem-parts/mopar-assist-strap-1vl64lr9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,5RL69DX9AA,5RL69DX9AA,Stopper Left,![Image 77: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Armrest Detent. | MSRP  $9.85 | $6.49,https://www.moparamerica.com/oem-parts/mopar-stopper-left-5rl69dx9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,rear-seat-adjusters,interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/interior-trim--rear-seats-second-row-adjusters-recliners-shields-and-risers,5RL70DX9AA,5RL70DX9AA,Stopper Right,![Image 79: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Armrest Detent. | MSRP  $9.45 | $6.16,https://www.moparamerica.com/oem-parts/mopar-stopper-right-5rl70dx9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,5LB72DX9AH,5LB72DX9AH,Steering Column Module,![Image 27: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $754.00 | $497.20 | +,https://www.moparamerica.com/oem-parts/mopar-steering-column-module-5lb72dx9ah
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,5LB70DX9AH,5LB70DX9AH,Steering Column Module,![Image 29: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** STEERING COLUMN | MSRP  $880.00 | $579.70,https://www.moparamerica.com/oem-parts/mopar-steering-column-module-5lb70dx9ah
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,5LB71DX9AI,5LB71DX9AI,Steering Column Module,![Image 31: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | 1,https://www.moparamerica.com/oem-parts/mopar-steering-column-module-5lb71dx9ai
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,5LB73DX9AH,5LB73DX9AH,Steering Column Module,"![Image 33: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $1,090.00 | $715.00 | +",https://www.moparamerica.com/oem-parts/mopar-steering-column-module-5lb73dx9ah
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,6510026AA,6510026AA,Screw,"![Image 35: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** M6x1.00x15.00. Occupant Restraint Module, Attach. Air Bag Control Module Mounting. Airbag Control Module Mounting. Mounting Acceleration Sensor. Adapter Plate To Floor Pan. Air Bag Module to Body. | MSRP  $3.05 | $1.93",https://www.moparamerica.com/oem-parts/mopar-screw-6510026aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,68371751AA,68371751AA,2017 2018 Dodge Challenger Occupant Restraint Module,![Image 37: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Notes:****Engines:** 5.7L V8 HEMI MDS VVT Engine. 5.7L V8 HEMI VVT Engine. 6.4L V8 SRT HEMI ENGINE. 6.4L V8 SRT HEMI MDS Engine. | *Description:** AIR BAG CONTROL,https://www.moparamerica.com/oem-parts/mopar-2017-2018-dodge-challenger-occupant-restraint-module-68371751aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,56054085AA,56054085AA,Acceleration Sensor,![Image 39: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Front End. Side Pillar. C Pillar. B-Pillar. 1st Row. Side Sensor. Front Impact Sensor. First row. | MSRP  $294.00 | $191.40,https://www.moparamerica.com/oem-parts/mopar-acceleration-sensor-56054085aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,68036991AA,68036991AA,Tapping Plate,![Image 41: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** On Body. Shifter Mounting. Door Striker To C-Pillar. Striker Attach. Liftgate Striker. Reinforcement. Striker to Body. Door Striker to B-Pillar. Bracket to Torque Box. | MSRP  $8.80 | $5.78,https://www.moparamerica.com/oem-parts/mopar-tapping-plate-68036991aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,air-bags,restraints--air-bags,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--air-bags,4780864AC,4780864AC,Tapping Plate,![Image 43: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Suspension Rail. Front Frame Rail. Engine Cradle Mounting. Front End. | MSRP  $29.95 | $19.75,https://www.moparamerica.com/oem-parts/mopar-tapping-plate-4780864ac
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,5135197AA,5135197AA,Seat Belt Extender,![Image 16: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Front. | MSRP  $103.00 | $67.98,https://www.moparamerica.com/oem-parts/mopar-seat-belt-extender-5135197aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,1SG57DX9AK,1SG57DX9AK,Front Seat Belt Left,![Image 18: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Left. | MSRP  $385.00 | $254.10,https://www.moparamerica.com/oem-parts/mopar-front-seat-belt-left-1sg57dx9ak
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,1SG58DX9AK,1SG58DX9AK,Front Seat Belt Right,![Image 20: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Right. | MSRP  $384.00 | $253.00,https://www.moparamerica.com/oem-parts/mopar-front-seat-belt-right-1sg58dx9ak
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,6105124AA,6105124AA,Pan Head Screw,"![Image 22: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Retractor to C-Pillar. Adjuster to B-Pillar Upper. Retractor to B-Pillar. Retractor Attaching. Seat Belt Anchor Bolt. Complete Inner and Outer Front. Buckle Assembly to Second Row Seat. .437-20X35.00. retractor to pillar. [DV, L5], Used With Power Driver Seat. Lower Retractor To Body Attach. | *Not For Sale** | *Not For Sale**",https://www.moparamerica.com/oem-parts/mopar-pan-head-screw-6105124aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,6509931AA,6509931AA,Shoulder Pan Head Screw,"![Image 24: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** .437-20x50.00. Retractor, Lower, Attaching. Retractor Anchor. | MSRP  $8.10 | $5.34",https://www.moparamerica.com/oem-parts/mopar-shoulder-pan-head-screw-6509931aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,6ET091X9AB,6ET091X9AB,Front Inner Seat Belt Left,![Image 26: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $337.00 | $222.20 | +,https://www.moparamerica.com/oem-parts/mopar-front-inner-seat-belt-left-6et091x9ab
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,seat-belts,restraints--seat-belts,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/restraints--seat-belts,6ET081X9AB,6ET081X9AB,Front Inner Seat Belt Right,![Image 28: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | 2 This part contains hazardous materials. Extra shipping costs apply.,https://www.moparamerica.com/oem-parts/mopar-front-inner-seat-belt-right-6et081x9ab
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6104386AA,6104386AA,Hex Head Bolt And Washer,![Image 24: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** M8x1.25x25.00. Bin Cover to Floor. M8-1.25. | MSRP  $11.90 | $7.70,https://www.moparamerica.com/oem-parts/mopar-hex-head-bolt-and-washer-6104386aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,68259474AD,68259474AD,2014 2021 Mopar Steering Column,"![Image 26: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Includes Lower Column Shaft Seal. Includes Upper Intermediate Shaft and Boot. | MSRP  $1,025.00 | $675.40",https://www.moparamerica.com/oem-parts/mopar-2014-2021-mopar-steering-column-68259474ad
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,68140569AG,68140569AG,2014 2021 Mopar Steering Column,![Image 28: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Includes Lower Column Shaft Seal. Includes Upper Intermediate Shaft and Boot. | MSRP  $989.00 | $652.30,https://www.moparamerica.com/oem-parts/mopar-2014-2021-mopar-steering-column-68140569ag
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,55057336AC,55057336AC,Steering Coupling,![Image 30: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Notes:****Engines:** 6.4L V8 SRT HEMI ENGINE. 6.4L V8 SRT HEMI MDS Engine. | MSRP  $336.00 | $218.90,https://www.moparamerica.com/oem-parts/mopar-steering-coupling-55057336ac
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6104406AA,6104406AA,Hex Head Screw And Washer,![Image 32: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** Steering Column to Instrument Panel. Gusset to Front and Side Panel. Alternator / Generator To Engine Block. Steering Column to I/P. Steering Column Mounting. Sterring Column To Instrument Panel. Valve Bracket Cinch. Repair - Grill To Carrier. M8X1.25X80.00. grille to carrier. Valve Bracket to Tank Neck. | MSRP  $4.50 | $2.92,https://www.moparamerica.com/oem-parts/mopar-hex-head-screw-and-washer-6104406aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6104709AA,6104709AA,Hex Flange Nut,![Image 34: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Notes:****Engines:** 3.6L V6 24V VVT Engine. 5.7L V8 HEMI MDS VVT Engine. 5.7L V8 HEMI VVT Engine. 6.2L V8 Supercharged Engine. 6.4L V8 SRT HEMI ENGINE. 6.4L V8 SRT HEMI MDS Engine. | *Not For Sale** | *Not For Sale**,https://www.moparamerica.com/oem-parts/mopar-hex-flange-nut-6104709aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6104716AA,6104716AA,Hex Flange Nut,![Image 36: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Notes:****Engines:** 3.6L V6 24V VVT Engine. 5.7L V8 HEMI MDS VVT Engine. 5.7L V8 HEMI VVT Engine. 6.2L V8 Supercharged Engine. 6.4L V8 SRT HEMI ENGINE. 6.4L V8 SRT HEMI MDS Engine. | *Not For Sale** | *Not For Sale**,https://www.moparamerica.com/oem-parts/mopar-hex-flange-nut-6104716aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6505559AA,6505559AA,Hex Head Screw And Washer,![Image 38: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** M8x1.25x40. Front Suspension Cradle. | MSRP  $10.75 | $7.04,https://www.moparamerica.com/oem-parts/mopar-hex-head-screw-and-washer-6505559aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-column,steering--steering-column-and-intermediate-shaft,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-column-and-intermediate-shaft,6506950AA,6506950AA,Hex Flange Head Locking Bolt,![Image 40: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $6.35 | $4.13 | +,https://www.moparamerica.com/oem-parts/mopar-hex-flange-head-locking-bolt-6506950aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,6511907AA,6511907AA,Oval Head Screw,![Image 24: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** M16x1.50x44.00. Steering wheel to column. Steering Wheel Attachment. | MSRP  $5.75 | $3.74,https://www.moparamerica.com/oem-parts/mopar-oval-head-screw-6511907aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,6MS261X9AA,6MS261X9AA,2015 2021 Mopar Steering Wheel,![Image 26: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $860.00 | $567.60 | +,https://www.moparamerica.com/oem-parts/mopar-2015-2021-mopar-steering-wheel-6ms261x9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,6AD80DX9AA,6AD80DX9AA,Steering Wheel,![Image 28: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $819.00 | $540.10 | +,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-6ad80dx9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,6AD81DX9AA,6AD81DX9AA,Steering Wheel,"![Image 30: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $1,535.00 | $1,013.10 | +",https://www.moparamerica.com/oem-parts/mopar-steering-wheel-6ad81dx9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,6AD821X9AA,6AD821X9AA,2015 2021 Mopar Steering Wheel,![Image 32: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $644.00 | $424.60 | +,https://www.moparamerica.com/oem-parts/mopar-2015-2021-mopar-steering-wheel-6ad821x9aa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ19JXPAA,5SQ19JXPAA,Steering Wheel Bezel,![Image 34: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** 9 O Clock. | MSRP  $127.00 | $83.05,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-5sq19jxpaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ19JSLAA,5SQ19JSLAA,Steering Wheel Bezel Right,![Image 36: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** 9 O Clock. | MSRP  $140.00 | $91.69,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-right-5sq19jslaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ18JXPAA,5SQ18JXPAA,Steering Wheel Bezel,![Image 38: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** 3 O Clock. | MSRP  $127.00 | $83.05,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-5sq18jxpaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ18JSLAA,5SQ18JSLAA,Steering Wheel Bezel Left,![Image 40: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** 3 O Clock. | MSRP  $125.00 | $81.46,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-left-5sq18jslaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ20JXPAA,5SQ20JXPAA,Steering Wheel Bezel,![Image 42: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** V Shaped at 6 O Clock Position. | MSRP  $127.00 | $83.05,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-5sq20jxpaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,5SQ20JSLAA,5SQ20JSLAA,Steering Wheel Bezel,![Image 44: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** V Shaped at 6 O Clock Position. | MSRP  $127.00 | $83.05,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-bezel-5sq20jslaa
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,1ZV36DX9AC,1ZV36DX9AC,Paddle Switch Cover Bezel Right,![Image 46: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** PADDLE SWITCH | MSRP  $5.90 | $3.85,https://www.moparamerica.com/oem-parts/mopar-paddle-switch-cover-bezel-right-1zv36dx9ac
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,1ZV37DX9AC,1ZV37DX9AC,Paddle Switch Cover Bezel Left,![Image 48: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** PADDLE SWITCH | MSRP  $5.90 | $3.85,https://www.moparamerica.com/oem-parts/mopar-paddle-switch-cover-bezel-left-1zv37dx9ac
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,steering-wheel,steering--steering-wheel,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/steering--steering-wheel,68172369AC,68172369AC,Steering Wheel Damper,![Image 50: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Notes:****Engines:** 5.7L V8 HEMI MDS VVT Engine. 6.4L V8 SRT HEMI ENGINE. 6.4L V8 SRT HEMI MDS Engine. | MSRP  $155.00 | $99.94,https://www.moparamerica.com/oem-parts/mopar-steering-wheel-damper-68172369ac
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,aperture-pillars,body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,68440576AB,68440576AB,Body Side Aperture Rear Panel Right,"![Image 49: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | MSRP  $1,515.00 | $994.40 | +",https://www.moparamerica.com/oem-parts/mopar-body-side-aperture-rear-panel-right-68440576ab
Challenger,R/T Scat Pack 6.4L,v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas,aperture-pillars,body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,https://www.moparamerica.com/v-2017-dodge-challenger--r-t-scat-pack--6-4l-v8-gas/body-sheet-metal-except-doors--aperture-panel-and-pillar-supports,68043536AN,68043536AN,Body Side Aperture Rear Panel Right,![Image 51: Mopar](https://cdn-static.revolutionparts.io/assets/images/mopar.png)**Mopar** | *Description:** BODY SIDE APERTURE REAR,https://www.moparamerica.com/oem-parts/mopar-body-side-aperture-rear-panel-right-68043536an
